License Type Name,County Name,Premises Name,DBA,Address,City,State,Zip,Neighborhood
ON-PREMISES LIQUOR,NEW YORK,CALIFORNIA PIZZA KITCHEN INC,CALIFORNIA PIZZA KITCHEN,440 PARK AVENUE SOUTH,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,120 MP LLC,"""SAJU""",120 W 44TH STREET,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,NY GIG INC,CAFE O 42,130 W 42ND STREET,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,39 ST MARKS INC,CAFE ORLIN,41 ST MARKS PLACE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,THE FIFTH PINE INC,EL QUINTO PINO,401 W 24TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,SCENIC ROUTE 66 CAFE INC,,858 9TH AVENUE,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,FAT PANDA INC,PLANET ROSE NYC,219 AVENUE A NORTH,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,ED'S LOBSTER BAR LLC,,222 LAFAYETTE STREET,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,GRAZ RESTAURANT LLC,CAFE KATJA,79 ORCHARD STREET,NEW YORK,NY,10002,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14388,771 8TH AVE,NEW YORK,NY,10036,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14389,1889 BROADWAY,NEW YORK,NY,10025,
RESTAURANT WINE,NEW YORK,SETTEBELLO LLC,MATILDA,647 E 11TH ST CENTER STORE,NEW YORK,NY,10009,
"GROCERY BEER, WINE PROD",NEW YORK,WS MARKET LLC,WESTSIDE SUPERMARKET,2840 BROADWAY,NEW YORK,NY,10025,
ON-PREMISES LIQUOR,NEW YORK,JOHNY UTAH 51 LLC,JOHNNY UTAHS,25 W 51ST ST,NEW YORK,NY,10019,
CATERING ESTABLISHMENT,NEW YORK,COMPASS GROUP USA INC ETAL,AND THOMPSON HOSPITALITY SERVICES LLC 3RD FL,3 WFC  AKA 200 VESEY ST 3RD FL,NEW YORK,NY,10285,
CATERING ESTABLISHMENT,NEW YORK,COMPASS GROUP USA INC ET AL,AND THOMPSON HOSPITALITY SERVICES LLC,3 WFC AKA 200 VESEY ST 50TH FL,NEW YORK,NY,10285,
ON-PREMISES LIQUOR,NEW YORK,LIMA'S TASTE CEVICHE BAR INC,LIMA'S TASTE CEVICHE BAR,122 CHRISTOPHER STREET,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,109 W 14 REST INC,GOOD STUFF DINER,109 W 14TH STREET,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,PERILLA RESTAURANT LLC,PERILLA,9 JONES STREET,NEW YORK,NY,10014,
LIQUOR STORE,NEW YORK,"CLEARVIEW SPIRITS, INC.",,99 WEST 27TH STREET,NEW YORK,NY,10001,
"GROCERY BEER, WINE PROD",NEW YORK,JJ FOOD MARKET CORP.,,153 E 99TH STREET,NEW YORK,NY,10029,
ON-PREMISES LIQUOR,NEW YORK,HALF PINT ON THOMPSON LLC,THE HALF PINT,234 THOMPSON ST AKA 76 W 3RD S,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,480 REST AMSTERDAM INC,SOLDIER MCGEE,480 AMSTERDAM AVENUE,NEW YORK,NY,10024,
"GROCERY BEER, WINE PROD",NEW YORK,MADISON SQ FOOD CORP,,404 8TH AVENUE,NEW YORK,NY,10001,
RESTAURANT WINE,NEW YORK,KOITO N.Y. INC.,,310 EAST 93RD STREET,NEW YORK,NY,10128,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14387,46 3RD AVE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,SENGUPTA FOOD SERVICES LLC,SOHO PARK,62 PRINCE STREET,NEW YORK,NY,10012,
RESTAURANT WINE,NEW YORK,MASSTER REST CORP,TAURO RESTAURANT,284 HUDSON STREET,NEW YORK,NY,10013,
ON-PREMISES LIQUOR,NEW YORK,38 MAC DOUGAL LLC,HUNDRED ACRES,38 MAC DOUGAL STREET,NEW YORK,NY,10014,
"GROCERY BEER, WINE PROD",NEW YORK,148 DELI GROCERY INC,,2787 8TH AVENUE,NEW YORK,NY,10039,
ON-PREMISES LIQUOR,NEW YORK,SANDRONY INC,SANDROS,306 E 81ST ST,NEW YORK,NY,10028,
ON-PREMISES LIQUOR,NEW YORK,1011 TAVERN CORP,,171 AVE C,NEW YORK,NY,10009,
"GROCERY CHAIN, BEER ONLY",NEW YORK,WHOLE FOODS MARKET GROUP INC,WHOLE FOODS MARKET,95 E HOUSTON ST,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL,100 MAIDEN LANE,NEW YORK,NY,10005,
ON-PREMISES LIQUOR,NEW YORK,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,,2841 BROADWAY,NEW YORK,NY,10025,
HOTEL LIQUOR,NEW YORK,TIMES SQ HTL OPER LSEE LLC&1568 BWY HTL MGMT LLC,DOUBLETREE GUEST SUITES BY HILTON NYC-TIMES SQ,1568 BROADWAY,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,S & P 72 CORP,LIME LEAF REST,128 WEST 72ND STREET,NEW YORK,NY,10023,
RESTAURANT WINE,NEW YORK,PQ FIRST INC,LE PAIN QUOTIDIEN,1270 1272 1ST AVENUE,NEW YORK,NY,10021,
RESTAURANT WINE,NEW YORK,PQ UNION SQUARE INC,LE PAIN QUOTIDIEN,801 BROADWAY,NEW YORK,NY,10003,
RESTAURANT WINE,NEW YORK,PQ CHELSEA INC,LE PAIN QUOTIDIEN,124 7TH AVENUE,NEW YORK,NY,10011,
LIQUOR STORE,NEW YORK,COUSINS LIQUOR STORE CORP,,2208 AMSTERDAM AVENUE,NEW YORK,NY,10032,
ON-PREMISES LIQUOR,NEW YORK,44TH ENTERPRISES CORP,LACE TWO,689 8TH AVENUE,NEW YORK,NY,10036,
LIQUOR STORE,NEW YORK,BRIX NYC LLC,,"649 E 9TH STREET, EAST STORE",NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL,854 8TH AVENUE,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,SODEXO OPERATIONS LLC,,109 E 50TH STREET,NEW YORK,NY,10022,
"GROCERY BEER, WINE PROD",NEW YORK,ME QUICK STOP GROCERY & CANDY CORP,ME QUICK STOP GROCERY/CANDY,4314 BROADWAY,NEW YORK,NY,10033,
ON-PREMISES LIQUOR,NEW YORK,"GINZA 685, INC.",KOUZAN,685 AMSTERDAM AVENUE,NEW YORK,NY,10025,
LIQUOR STORE,NEW YORK,57TH & B'WAY WINE & SPIRITS CORP,OAK & STEEL,1776 BROADWAY,NEW YORK,NY,10019,
GROCERY STORE BEER,NEW YORK,HECTOR GUZMAN,H. G. GROCERY,505 W 179 STREET,NEW YORK,NY,10033,
ON-PREMISES LIQUOR,NEW YORK,ROBERT SANDS INC,KELLY'S,12 AVENUE A,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,CALLE CATORCE LLC,MACONDO,157 E HOUSTON ST,NEW YORK,NY,10002,
ON-PREMISES LIQUOR,NEW YORK,COPEL 2007 INC,BOCCA,39 E 19TH ST,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,RAPERA LLC,,MTRPLTN OPR HOUSE AKA 1540 BWY,NEW YORK,NY,10036,
HOTEL LIQUOR,NEW YORK,O & O PROPERTIES CORP,HOTEL MELA,120 WEST 44TH STREET,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,GREAT PERFORMANCES/ARTISTS AS WAITRESSES INC,,651 FULTON STREET,BROOKLYN,NY,11219,
LIQUOR STORE,NEW YORK,COLUMBUS CIRCLE LIQUORS STORE INC,,1802 BROADWAY,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,PRANA HOSPITALITY INC,PRANNA,79 MADISON AVE,NEW YORK,NY,10016,
GROCERY STORE BEER,NEW YORK,SHRI KRUSHNA INC,SOHO NEWS INTERNATIONAL,186 PRINCE STREET,NEW YORK,NY,10012,
LIQUOR STORE,NEW YORK,ELIZABETH & VINE INC,BOWERY & VINE,269 BOWERY,NEW YORK,NY,10012,
HOTEL LIQUOR,NEW YORK,ALLEN OPERATING COMPANY LLC & ORCHARD ST REST LLC,SIXTY LES,190 ALLEN STREET,NEW YORK,NY,10002,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14223,661 8TH AVE,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,103W77 PARTNERS LLC,DOVETAIL,103 WEST 77TH STREET,NEW YORK,NY,10024,
RESTAURANT WINE,NEW YORK,SLD DELI GRILL INC,GRACIES CAFE,500 E 81ST ST,NEW YORK,NY,10028,
ON-PREMISES LIQUOR,NEW YORK,64 WEST RESTAURANT LLC,BAR BOULUD/BOULUD SUD/EPICERIE BOULUD,1900A BROADWAY,NEW YORK,NY,10023,
RESTAURANT WINE,NEW YORK,PIO PIO 34 INC,,210 E 34TH ST,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,3RD AVENUE HOSPITALITY LLC,THE SMITH,55 3RD AVE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,NYLA CAFE LLC,SPITZER'S CORNER,126 LUDLOW ST,NEW YORK,NY,10002,
LIQUOR STORE,NEW YORK,EAST END WINE EXCHANGE LTD,,68 E END AVENUE,NEW YORK,NY,10028,
GROCERY STORE BEER,NEW YORK,RODRIGUEZ AZTECA DELI GROCERY INC,,3861 10TH AVENUE,NEW YORK,NY,10034,
GROCERY STORE BEER,NEW YORK,FELO DELI GROCERY CORP,,23 W 100TH STREET,NEW YORK,NY,10025,
ON-PREMISES LIQUOR,NEW YORK,EAST THIRD RESTAURANT CORP,,29 E 3RD ST STORE 2,NEW YORK,NY,10003,
"GROCERY BEER, WINE PROD",NEW YORK,SAD GROCERY STORE INC,,260 LENOX AVE,NEW YORK,NY,10027,
EATING PLACE BEER,NEW YORK,DON PANCHITO NY CORP,,2102 AMSTERDAM AVENUE,NEW YORK,NY,10032,
ON-PREMISES LIQUOR,NEW YORK,55 STONE REST INC,MAD DOG & BEANS,83 PEARL ST,NEW YORK,NY,10004,
ON-PREMISES LIQUOR,NEW YORK,RUBYS UNITED LLC,THE HAPPIEST HOUR,121 W 10TH ST/18 20 GRNWCH AVE,NEW YORK,NY,10011,
LIQUOR STORE,NEW YORK,CELLAR 2303 LLC,BOTTLE & SOUL,1200 LEXINGTON AVENUE,NEW YORK,NY,10028,
CATERING ESTABLISHMENT,NEW YORK,FOREMOST GLATT KOSHER CATERERS INC,,36 BATTERY PLACE,NEW YORK,NY,10280,
ON-PREMISES LIQUOR,NEW YORK,SHANNON CAFE LLC,PIG N WHISTLE ON 2ND,951 SECOND AVENUE,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,8TH AVENUE BBQ LLC,,416 8TH AVENUE,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,HARU WALL STREET CORP,HARU,1 WALL ST COURT,NEW YORK,NY,10005,
"GROCERY BEER, WINE PROD",NEW YORK,14 ST DELI GROCERY CORP,,353 E 14TH STREET,NEW YORK,NY,10003,
RESTAURANT WINE,NEW YORK,IL MELOGRANO LLC,IL MELOGRANO,501 W 51ST ST,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,RENZAN CORP,,988 990 2ND AVENUE,NEW YORK,NY,10022,
"GROCERY BEER, WINE PROD",NEW YORK,1842 7TH AVENUE DELICATESSEN CORP,,200 W 112TH STREET,NEW YORK,NY,10027,
ON-PREMISES LIQUOR,NEW YORK,SEVEN TURKISH GRILL CORP,SEVEN TURKISH GRILL,158A W 72ND ST,NEW YORK,NY,10011,
GROCERY STORE BEER,NEW YORK,"DELI AT FIRST & FIFTY NINTH INC,THE",BLUE & GOLD DELICATESSEN,1075 1ST AVENUE,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL,462 464 PARK AVENUE SOUTH,NEW YORK,NY,10016,
RESTAURANT WINE,NEW YORK,GIANO INC,GIANO,126 E 7TH STREET,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,BRASSERIE COGNAC DU MONSIEUR BALOON CORP,,1740 BROADWAY,NEW YORK,NY,10019,
RESTAURANT WINE,NEW YORK,HEARTH RESTAURANT INVESTORS LLC,FIFTY PACES,413 E 12TH ST,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,9TH AVE LIME JUNGLE INC,LIMON JUNGLE,803 9TH AVE,NEW YORK,NY,10019,
"GROCERY BEER, WINE PROD",NEW YORK,NADAL 2 DELI CONVENIENCE INC,,3578 BROADWAY,NEW YORK,NY,10031,
CATERING ESTABLISHMENT,NEW YORK,CPS 5 LLC,,768 5TH AVENUE,NEW YORK,NY,10019,
GROCERY STORE BEER,NEW YORK,MR ZHANG GROCERY STORE CORP,,659 10TH AVENUE,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,TEQUILA CHITO'S MEXICAN GRILL INC,TEQUILA CHITO'S MEXICAN GRILL,358 W 23RD ST,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,HI LIFE SECOND AVE LLC,,1503 2ND AVE,1503 2ND AVE,NY,10021,
ON-PREMISES LIQUOR,NEW YORK,CALAB LLC,DOUBLE WIDE BAR,503 505 E 12TH STREET,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,621 EVENTS LLC,HUDSON TERRACE,621 W 46TH ST,NEW YORK,NY,10036,
RESTAURANT WINE,NEW YORK,PQ UPPER WEST INC,LE PAIN QUOTIDIEN,2463 BROADWAY,NEW YORK,NY,10025,
ON-PREMISES LIQUOR,NEW YORK,BACCO 828 9TH AVE CORP,BOCCA DI BACCO,828 9TH AVE,NEW YORK,NY,10019,
RESTAURANT WINE,NEW YORK,PQ 550 HUDSON INC,LE PAIN QUOTIDIEN,550 HUDSON ST,NEW YORK,NY,10014,
RESTAURANT WINE,NEW YORK,PQ BRYANT PARK INC,LE PAIN QUOTIDIEN,70 W 40TH ST,NEW YORK,NY,10018,
RESTAURANT WINE,NEW YORK,PQ LINCOLN CENTER INC,LE PAIN QUOTIDIEN,1920 36 BROADWAY,NEW YORK,NY,10023,
ON-PREMISES LIQUOR,NEW YORK,LASSO NYC INC,LASSO,192 MOTT ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,AKRAM RESTAURANT MANAGEMENT INC,DA GENNARO,129 MULBERRY ST,NEW YORK,NY,10013,
"GROCERY BEER, WINE PROD",NEW YORK,MALCOLM FOOD MARKET CORP,,393 LENOX AVENUE STORE #6,NEW YORK,NY,10027,
TAVERN WINE,NEW YORK,58 2ND AVE REST CORP,CELLAR 58,58 2ND AVE,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,FAT 2 MUSCLE LLC,LILLIE'S,13 E 17TH ST,NEW YORK,NY,10003,
LIQUOR STORE,NEW YORK,2171 LIQUOR CORP,3RD AVENUE WINE & LIQUOR SUPERMARKET,2171 3RD AVENUE,NEW YORK,NY,10035,
ON-PREMISES LIQUOR,NEW YORK,RAM EATS LLC,BLOCKHEADS BURRITOS,951 AMSTERDAM AVE,NEW YORK,NY,10025,
ON-PREMISES LIQUOR,NEW YORK,790 LOUNGE LLC & 488 HOSPITALITY GROUP LLC,THE ATTIC,790 8TH AVE,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,RACHEL ON NINTH CORP,PATRON,608 9TH AVE,NEW YORK,NY,10036,
RESTAURANT WINE,NEW YORK,DAKE SUSHI INC,,348 7TH AVE,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,MADISON & VINE LLC,MADISON & VINE,299 MADISON AVE,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,JOS HOSPITALITY GROUP LLC,B CAFE WEST,566 AMSTERDAM AVE,NEW YORK,NY,10024,
CATERING ESTABLISHMENT,NEW YORK,TENTH AVENUE CONFERENCE MGMNT LLC & THE GENERAL,THEOLOGICAL SEMINARY OF THE EPISCOPAL CHURCH,180 10TH AVE/ DESMOND TUTU CTR,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,ILURAS LLC & 358 W 44TH ST THEATER CO INC,ILURAS,358 W 44 ST 2ND FLOOR,NEW YORK,NY,10036,
RESTAURANT WINE,NEW YORK,LOMAS LLC,PATA NEGRA,345 E 12TH STREET,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,211 AVE A RESTAURANT INC,SHOOLBRED'S,197 2ND AVE,NEW YORK,NY,10003,
LIQUOR STORE,NEW YORK,CHELSEA WINE COUNTRY INC,,86 7TH AVENUE,NEW YORK,NY,10011,
"GROCERY BEER, WINE PROD",NEW YORK,GARDEN CITY DELI CORP,,607 9TH AVE,NEW YORK,NY,10036,
"GROCERY BEER, WINE PROD",NEW YORK,GREEN GOURMET DELI CORP,,593 10 AVE,NEW YORK,NY,10036,
RESTAURANT WINE,NEW YORK,NANOOSH BROADWAY LLC,NANOOSH,2012 BROADWAY,NEW YORK,NY,10023,
EATING PLACE BEER,NEW YORK,A SAN FUZHOU RESTAURANT INC,,7 ELDRIDGE STREET,NEW YORK,NY,10002,
RESTAURANT WINE,NEW YORK,NEW KO SUSHI RESTAURANT INC,KO SUSHI JAPANESE RESTAURANT,233 E 70TH ST,NEW YORK,NY,10021,
ON-PREMISES LIQUOR,NEW YORK,THE FIVE AMIGOS INC,AMOR CUBANO,2018 3RD AVE,NEW YORK,NY,10029,
RESTAURANT WINE,NEW YORK,74 FIFTH AVE MARKET CORP,,74 5TH AVE,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,FIG & OLIVE FIFTH AVENUE LLC,FIG & OLIVE,10 E 52ND ST,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,FTCCM LLC,UGLY KITCHEN,103 1ST AVE,NEW YORK,NY,10003,
WINE STORE,NEW YORK,VINO FINO CORP,,1252 AMSTERDAM AVE,NEW YORK,NY,10027,
RESTAURANT WINE,NEW YORK,TIFFIN WALLA INC,,127 E 28TH ST,NEW YORK,NY,10016,
RESTAURANT WINE,NEW YORK,FLORA & JASPER INC,THE TEN BELLS,247 BROOME ST,NEW YORK,NY,10002,
EATING PLACE BEER,NEW YORK,ECUATORIANA RESTAURANT CORP,,1685 AMSTERDAM AVE,NEW YORK,NY,10031,
"GROCERY CHAIN, WINE PROD",NEW YORK,NAMDOR INC,GRISTEDE'S # 611,90 MAIDEN LANE,NEW YORK,NY,10038,
ON-PREMISES LIQUOR,NEW YORK,PEACEFUL ENTERPRISE CORP,1/2/03,738 10TH AVE,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,PAUL'S REST INC,,22 W 34TH ST 4TH FL,NEW YORK,NY,10001,
RESTAURANT WINE,NEW YORK,CURRY DREAMS INC,,66 W 39TH ST,NEW YORK,NY,10018,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14392,1052 1055 FIRST AVE,NEW YORK,NY,10022,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14393,1637 YORK AVE,NEW YORK,NY,10028,
"DRUG CHAIN, WINE PROD",NEW YORK,DUANE READE INC,STORE 14386,425 MAIN ST,ROOSEVELT ISLAND,NY,10044,
ON-PREMISES LIQUOR,NEW YORK,DLA RESTAURANTS LLC,MERMAID OYSTER BAR,79 81 MACDOUGAL ST SOUTH STORE,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,M & M 28TH ST RESTAURANT LLC,UNCLE NICK'S,382 8TH AVE A/K/A 261 W 29 ST,NEW YORK,NY,10001,
ON-PREMISES LIQUOR,NEW YORK,RUGFRIT 1350 LLC,BISTRO MILANO,1350 AVENUE OF THE AMERICAS,NEW YORK,NY,10019,
RESTAURANT WINE,NEW YORK,SEHERA ENTERPRISES INC,DELI PLUS,625 8TH AVENUE,NEW YORK,NY,10018,
ON-PREMISES LIQUOR,NEW YORK,BACI DA ROMA LLC,,331 W 38TH STREET,NEW YORK,NY,10018,
LIQUOR STORE,NEW YORK,CHRISTINA'S WINES & LIQUORS INC,CHRISTINA'S WINES & LIQUORS,80 E 116TH ST,NEW YORK,NY,10029,
"GROCERY BEER, WINE PROD",NEW YORK,GOLDEN FOOD MARKET INC,,118 FIRST AVENUE,NEW YORK,NY,10009,
ON-PREMISES LIQUOR,NEW YORK,AAM RESTAURANT LLC,BISTANGO,415 3RD AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,LILY FOOD MANAGEMENT INC,LA PRECIOSA CHINA RESTAURANT,163 E 116TH STREET,NEW YORK,NY,10029,
"GROCERY BEER, WINE PROD",NEW YORK,THRIFTY DELI SUPERMARKET CORPORATION,,3149 BROADWAY,NEW YORK,NY,10027,
RESTAURANT WINE,NEW YORK,FUJI EAST INC,,455 MAIN STREET STORE #3A,ROOSEVELT ISLAND,NY,10044,
LIQUOR STORE,NEW YORK,WINE AT 79 LLC,,1490 YORK AVENUE,NEW YORK,NY,10021,
"GROCERY BEER, WINE PROD",NEW YORK,R & A FOOD INC,7 ELEVEN FOOD STORE,345 W 42ND ST,NEW YORK,NY,10036,
HOTEL LIQUOR,NEW YORK,"PNY III BEV, LLC",HILTON MANHATTAN EAST,302 304 E 42ND ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,JOC CORP,THE WATERING HOLE,106 E 19TH ST,NEW YORK,NY,10003,
HOTEL LIQUOR,NEW YORK,FRONT PROPERTY HOTEL CORP,EXCHANGE HOTEL,129 FRONT STREET,NEW YORK,NY,10005,
ON-PREMISES LIQUOR,NEW YORK,KOODO SUSHI CORP,KOODO SUSHI CORP,55 LIBERTY ST GROUND FLOOR,NEW YORK,NY,10005,
RESTAURANT WINE,NEW YORK,PEE DEE II CORP,,50 W 125TH ST,NEW YORK,NY,10027,
ON-PREMISES LIQUOR,NEW YORK,245 WEST 14TH STREET TAVERN CORP,MCKENNA'S,250 W 14TH ST,NEW YORK,NY,10011,
RESTAURANT WINE,NEW YORK,SUSHI A LA KAWA 22 INC,,22 MAIDEN LANE,NEW YORK,NY,10038,
GROCERY STORE BEER,NEW YORK,"NYC BAGEL, INC",,301 E 38TH ST AKA 714A 2ND AVE,NEW YORK,NY,10016,
ON-PREMISES LIQUOR,NEW YORK,TUCUMANA CORPORATION,CHICO JULIO UPTOWN,768 AMSTERDAM AVE,NEW YORK,NY,10024,
ON-PREMISES LIQUOR,NEW YORK,CDDF RESTAURANT INC,BOURBON STREET BAR & GRILLE,346 348 W 46TH ST,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,218 EAST 52ND STREET RESTAURANT LLC,NIALL'S ON 52ND,218 E 52ND ST,NEW YORK,NY,10022,
"DRUG CHAIN, WINE PROD",NEW YORK,CVS ALBANY LLC,CVS/PHARMACY #7019,150 E 42ND ST,NEW YORK,NY,10017,
CABARET LIQUOR,NEW YORK,EDISON BALLROOM LLC,,228 W 47TH ST,NEW YORK,NY,10036,
WHOLESALE WINE,NEW YORK,MARGARET RIVER IMPORTS LLC,,1251 AVE OF THE AMRCS 35TH FL,NEW YORK,NY,10020,
GROCERY STORE BEER,NEW YORK,JUBILEE NEWS INC.,JUBILEE,2659A BROADWAY,NEW YORK,NY,10025,
ON-PREMISES LIQUOR,NEW YORK,ITALIAN WINE COMPANY LLC,DELL' ANIMA,38 8TH AVE,NEW YORK,NY,10014,
ON-PREMISES LIQUOR,NEW YORK,308 EAST 86TH ST. RESTAURANT CORP.,ITHAKA,308 E 86TH ST,NEW YORK,NY,10028,
GROCERY STORE BEER,NEW YORK,DISCOUNT DEPOT INC,,1627 2ND AVE,NEW YORK,NY,10028,
LIQUOR STORE,NEW YORK,SA VINO ITALIANO INC.,ENOTECA DIPALO,200 GRAND ST,NEW YORK,NY,10013,
RESTAURANT WINE,NEW YORK,REAL THAI INC,REAL THAI RESTAURANT,1069 1ST AVE,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,TREATY MANAGEMENT INC,SUTTON BAR ROOM,1074 1ST AVE,NEW YORK,NY,10022,
ON-PREMISES LIQUOR,NEW YORK,COVADONGA INC,EMPANADA MAMA,763 9TH AVE,NEW YORK,NY,10019,
ON-PREMISES LIQUOR,NEW YORK,SULLIVAN ST BISTRO INC,SULLIVAN ST BISTRO,169 SULLIVAN ST,NEW YORK,NY,10012,
RESTAURANT WINE,NEW YORK,RAMEN USA INC,NARUTO RAMEN,1596 3RD AVE,NEW YORK,NY,10128,
GROCERY STORE BEER,NEW YORK,78 COLUMBUS DELI INC,,370A COLUMBUS AVENUE,NEW YORK,NY,10024,
CATERING ESTABLISHMENT,NEW YORK,METROPOLITAN ART AND  ANTIQUES PAVILLION LTD,METROPOLITAN PAVILLION 4TH & 5TH FL,110 W 19 ST AKA 115 W 18 ST,NEW YORK,NY,10011,
ON-PREMISES LIQUOR,NEW YORK,"CHIPOTLE MEXICAN GRILL OF COLORADO, LLC",CHIPOTLE MEXICAN GRILL,269 AMSTERDAM AVE,NEW YORK,NY,10023,
ON-PREMISES LIQUOR,NEW YORK,"NABUCCO, LLC",SALUMERIA ROSI PARMACOTTO,283 AMSTERDAM AVE AKA 175 W 73,NEW YORK,NY,10023,
CABARET LIQUOR,NEW YORK,"LE POISSON ROUGE GROUP NYC, LLC",,158 BLEECKER ST,NEW YORK,NY,10012,
"GROCERY BEER, WINE PROD",NEW YORK,SADIK AHMED ALSAYYOY,BEST DELI AND GROCERY,4133 BROADWAY,NEW YORK,NY,10033,
EATING PLACE BEER,NEW YORK,ZARO PENN PLAZA INC,,2 PENN PLAZA CONC LEVEL IV,NEW YORK,NY,10001,
RESTAURANT WINE,NEW YORK,ADRICH INC,DAISY MAYS BBQ USA,623 11TH AVE,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,I SODI LLC,,105 CHRISTOPHER STREET,NEW YORK,NY,10014,
"GROCERY BEER, WINE PROD",NEW YORK,222 MARKET CORP,GRAMERCY FOOD MARKET,384 2ND AVENUE,NEW YORK,NY,10010,
CATERING ESTABLISHMENT,NEW YORK,CHELSEA CORPORATE EVENTS LLC,THE GLASSHOUSES,545 W 25TH ST FLOOR 14 & 21,NEW YORK,NY,10036,
ON-PREMISES LIQUOR,NEW YORK,SUPER GOURMET FOOD CORP,THUNDER JACKSONS,169 BLEECKER ST,NEW YORK,NY,10012,
ON-PREMISES LIQUOR,NEW YORK,OTTAKRING INC,SEL & POIVRE RESTAURANT,853 LEXINGTON AVE,NEW YORK,NY,10021,
ON-PREMISES LIQUOR,NEW YORK,BANGKOK CAFE INC.,ROHM,27 E 20TH ST,NEW YORK,NY,10003,
ON-PREMISES LIQUOR,NEW YORK,48 H & Y DUET INC,KARAOKE DUET,304 E 48TH ST,NEW YORK,NY,10017,
ON-PREMISES LIQUOR,NEW YORK,WEST VILLAGE OASIS INC,CASA LA FEMME SOUTH,140 CHARLES ST,NEW YORK,NY,10014,
